year,month,modern,Tmp,Rain,Evap,C_inp,FYM,PC,DPM_RPM
2010,1,87.5,4.1974193548387095,44.42,1.124157303299094,0.08732260057351003,0,0,0.67
2010,2,87.44,4.975825892857143,18.71,1.7914637629159138,0.11350794192287587,0,0,0.67
2010,3,87.36,7.9310416666666645,17.72,5.37650587627689,0.06873251236849905,0,0,0.67
2010,4,87.19999999999999,12.667600241545893,22.38,9.736884439358064,0.1898988770214215,0,1,1.44
2010,5,87.1,13.292030770990621,55.6,9.454092025005398,0.19293306407388472,0,1,1.44
2010,6,87.0,17.98163194444444,110.59,13.463573905785045,0.18312822688054528,0,1,1.44
2010,7,87.03999999999999,21.973998655913977,14.12,19.412273011125663,0.18291354691384942,0,1,1.44
2010,8,86.96,21.343004032258058,0.2,18.420159684961924,0.2104516018324824,0,1,0.67
2010,9,86.88,18.09047222222222,13.27,10.379013940916982,0.24649708208117754,0,1,0.67
2010,10,86.6,12.791115591397851,34.49,5.090717694864809,0.21598220113525463,0,1,0.67
2010,11,86.5,7.716113475177305,38.09,1.7584424210081493,0.13766198032375457,0,1,0.67
2010,12,86.39999999999999,4.200315860215053,29.36,1.3182821014289103,0.14643452804503954,0,0,0.67
2011,1,87.46000000000001,5.303508064516127,23.15,1.3497731762316119,0.06469335376190075,0,0,0.67
2011,2,87.36,7.077819940476191,34.41,2.6387363486182087,0.13850317729022898,0,0,0.67
2011,3,87.26,8.573790322580646,38.67,3.55859915848101,0.101681804415619,0,0,0.67
2011,4,87.16,14.102173611111114,45.19,9.009340581424667,0.24213386397013326,0,1,1.44
2011,5,87.06,16.70707661290323,36.12,11.786551558573008,0.1981375302857134,0,1,1.44
2011,6,86.96000000000001,18.494375,23.2,15.175452907847703,0.21870406197536046,0,1,1.44
2011,7,87.0,19.744630376344087,18.98,18.438836265733535,0.18875969504242976,0,1,1.44
2011,8,86.92,22.514240591397844,5.23,20.442375799943107,0.19566741450227973,0,1,0.67
2011,9,86.66,19.960715277777776,26.82,12.415765360762931,0.20438595452401206,0,1,0.67
2011,10,86.76,14.963803763440865,10.69,8.327003772963014,0.15540595812678698,0,1,0.67
2011,11,86.46000000000001,10.5598125,48.96,1.1939813241474204,0.0819667815702978,0,1,0.67
2011,12,86.36,6.8902822580645156,20.73,1.5650989947930214,0.13184559778672314,0,0,0.67
2012,1,87.44,6.189502688172042,8.47,1.551930375894411,0.060301104462833925,0,0,0.67
2012,2,87.36,4.479985632183908,8.28,3.4436879200194492,0.07169279923921232,0,0,0.67
2012,3,87.28,10.365853494623655,4.82,10.15828045123509,0.11347783752205373,0,0,0.67
2012,4,87.2,9.628916666666665,9.29,5.1787562957354005,0.18789460601287944,0,1,1.44
2012,5,87.11999999999999,16.508850806451612,7.87,14.947382594361011,0.16198149019827474,0,1,1.44
2012,6,87.03999999999999,20.611062500000006,5.43,20.226988113589098,0.21057281437806816,0,1,1.44
2012,7,86.96,20.564764784946234,8.08,21.49160784651096,0.16969951476892647,0,1,1.44
2012,8,86.88,23.156451612903226,6.86,22.269074504046323,0.24627018531670425,0,1,0.67
2012,9,86.61999999999999,18.43663888888889,26.86600000000001,10.552417877096508,0.18767351507990113,0,1,0.67
2012,10,86.72,13.69076948924731,13.937999999999999,3.738562507238408,0.1848324684817203,0,1,0.67
2012,11,86.64,8.276090066425121,13.13,1.143836904263409,0.09204293898766555,0,1,0.67
2012,12,86.56,6.622586693548386,5.656,1.3300324100350012,0.11138121101313964,0,0,0.67
2013,1,87.38000000000001,6.887975806451611,63.22600000000001,1.9380292248238773,0.09332749770342479,0,0,0.67
2013,2,87.28,5.416090773809523,79.386,1.6082861472151082,0.06732501918094844,0,0,0.67
2013,3,87.18,8.271781586021506,96.96,3.686920790260673,0.12117826222114855,0,0,0.67
2013,4,87.08,10.543011805555555,56.964,7.221038795573187,0.17831329834964593,0,1,1.44
2013,5,86.98,11.13557190860215,47.47,6.7791393674704254,0.16801164496364593,0,1,1.44
2013,6,86.88000000000001,16.352145833333335,70.49800000000002,11.19133997993652,0.19010556940099935,0,1,1.44
2013,7,86.92,23.17917338709677,14.342,20.029964022273198,0.15117035816396313,0,1,1.44
2013,8,86.84,21.27396505376344,6.262,16.935033469988525,0.17609683682223579,0,1,0.67
2013,9,86.58,18.560125000000006,21.614,10.112126277815598,0.22704879240304188,0,1,0.67
2013,10,86.48,15.281229166666662,29.49200000000001,5.138513441557693,0.22313230523908412,0,1,0.67
2013,11,86.38000000000001,8.6383125,58.37800000000001,1.7507216022650245,0.11853399315376996,0,1,0.67
2013,12,86.28,4.50071438172043,24.644,1.0239302610155183,0.053505911463203965,0,0,0.67
2014,1,87.34,6.91567069892473,47.46999999999999,1.204074926460118,0.14364972750580932,0,0,0.67
2014,2,87.24,6.58740625,21.008,2.8829947198245063,0.12291028161112437,0,0,0.67
2014,3,87.14,9.62048185483871,56.964000000000006,6.86465149903837,0.14588772314743084,0,0,0.67
2014,4,87.03999999999999,13.987634722222223,35.956,10.002549464589572,0.22436976884762844,0,1,1.44
2014,5,86.94,14.3497063172043,34.541999999999994,13.562539885344876,0.18863443415883957,0,1,1.44
2014,6,86.84,19.332048611111112,58.776,17.57822577248064,0.21463399452145748,0,1,1.44
2014,7,86.74,20.24127688172043,44.440000000000005,16.297386583329878,0.24699882481972357,0,1,1.44
2014,8,86.64,20.653084677419347,25.652,16.231042991816366,0.24352068508302266,0,1,0.67
2014,9,86.53999999999999,19.8963125,55.95400000000001,11.274706156577407,0.2067204616404507,0,1,0.67
2014,10,86.44,16.34316061827957,32.724000000000004,5.856919948737396,0.18081055969302162,0,1,0.67
2014,11,86.34,10.134520833333333,99.78800000000003,1.310402194573081,0.09371602358500089,0,1,0.67
2014,12,86.24,6.601987231182795,42.42,1.299341713877795,0.07596238082303837,0,0,0.67
2015,1,87.30000000000001,5.466074596774193,46.46,1.8144281308326669,0.05199994586018805,0,0,0.67
2015,2,87.2,4.554815476190476,64.034,1.5026517635048493,0.12249923237112566,0,0,0.67
2015,3,87.10000000000001,9.500137768817202,88.678,5.734016981536264,0.1467921306185444,0,0,0.67
2015,4,87.0,12.704199999999998,21.008,10.060745965870234,0.22021110980536124,0,1,1.44
2015,5,87.0,16.324070564516127,2.626,15.528265075036686,0.22721256057907455,0,1,1.44
2015,6,86.80000000000001,20.250993055555554,42.824,18.349691613170656,0.17142477591902514,0,1,1.44
2015,7,86.7,23.22979838709678,34.946000000000005,21.717160983415727,0.16265508810893725,0,1,1.44
2015,8,86.76,21.738017473118283,19.189999999999998,18.798122139540013,0.22549866338040017,0,1,0.67
2015,9,86.68,16.82336944444444,13.331999999999999,9.687145423437077,0.1561383417983228,0,1,0.67
2015,10,86.4,13.510167338709682,33.330000000000005,4.841941218436375,0.2471761839892088,0,1,0.67
2015,11,86.30000000000001,10.340930555555554,27.472,1.8446291921002957,0.08944170782944992,0,1,0.67
2015,12,86.44000000000001,6.256395833333334,5.454,0.6243298369016703,0.08522861130887308,0,0,0.67
2016,1,87.26,7.2,81.2,1.1450722500000001,0.09197144705082459,0,0,0.67
2016,2,87.16,7.1,99.6,1.7692758992999993,0.13846307133589833,0,0,0.67
2016,3,87.06,7.6,64.4,3.721141351199999,0.057562732020876944,0,0,0.67
2016,4,86.96,10.2,20.8,6.7441077479999985,0.19424424396112172,0,1,1.44
2016,5,86.86,14.8,20.0,11.806169348399997,0.23132233057339785,0,1,1.44
2016,6,86.88,19.3,12.5,17.751575352000003,0.20927631201857158,0,1,1.44
2016,7,86.66,21.6,34.5,18.166171829400003,0.19243378400232286,0,1,1.44
2016,8,86.72,22.1,3.6,20.67655553880001,0.18917079882513463,0,1,0.67
2016,9,86.64,19.8,12.7,11.2207834592,0.24068409287022444,0,1,0.67
2016,10,86.56,14.4,11.9,5.281186013599999,0.18356423534736746,0,1,0.67
2016,11,86.26,9.0,85.2,1.7985467135999995,0.08666468404109401,0,1,0.67
2016,12,86.4,6.2,12.7,0.4722117119999998,0.06525277897003655,0,0,0.67
2017,1,87.22,5.06267876344086,37.37,1.9601295669196768,0.0711957340461801,0,0,0.67
2017,2,87.11999999999999,8.280480654761908,28.88600000000001,2.369949361708293,0.056755697515683635,0,0,0.67
2017,3,87.02,11.02731787634409,32.11800000000001,7.150407213406988,0.07207117011896888,0,0,0.67
2017,4,87.0,12.794009027777776,5.656000000000001,14.635165767236318,0.24480693924144153,0,1,1.44
2017,5,86.82,17.40992338709678,74.742,15.174345870940668,0.21609726363912998,0,1,1.44
2017,6,86.72,21.294298611111113,42.622,16.248686998847507,0.19469634413771475,0,1,1.44
2017,7,86.75999999999999,22.062815860215053,15.756,20.958952386943135,0.2451173346959223,0,1,1.44
2017,8,86.52,21.624079301075266,36.36,17.149933206077733,0.16646609785643074,0,1,0.67
2017,9,86.6,17.140497916666668,5.656000000000001,9.848087264616215,0.1503875861918141,0,1,0.67
2017,10,86.32,15.638098790322584,21.412,6.967025024428274,0.2375373117753861,0,1,0.67
2017,11,86.44,8.810162499999999,18.180000000000003,2.6827869952845096,0.0751045932965205,0,1,0.67
2017,12,86.11999999999999,5.944842069892473,58.58000000000002,1.1707461314458132,0.06953086199594648,0,0,0.67
2018,1,87.18,6.8930934139784945,115.34200000000001,1.674623615280012,0.10932758802332118,0,0,0.67
2018,2,87.08,4.846835565476192,35.754000000000005,1.8545191368073939,0.08450904866025233,0,0,0.67
2018,3,86.98,8.191313844086022,52.318,5.455574167677591,0.11004922568042064,0,0,0.67
2018,4,86.88,11.98709166666667,86.052,6.527238403823803,0.24167891219660365,0,1,1.44
2018,5,86.78,14.422921370967742,65.64800000000001,8.873373812827142,0.21816380282783077,0,1,1.44
2018,6,86.68,19.063881944444443,39.39,11.556766439052813,0.15781082606448701,0,1,1.44
2018,7,86.58,21.980349462365588,117.76400000000002,14.992827297098781,0.2005120540864945,0,1,1.44
2018,8,86.64,22.453172043010753,0.0,17.71929664772765,0.22296770619374737,0,1,0.67
2018,9,86.38,20.07527777777778,45.45,10.089043969971392,0.24771862025473684,0,1,0.67
2018,10,86.28,13.655982526881724,28.482,4.441771099347957,0.20280426047164465,0,1,0.67
2018,11,86.18,9.189856944444443,60.802000000000014,1.053594012568207,0.09369954311326409,0,1,0.67
2018,12,86.08,8.254520161290321,25.855999999999998,1.4486459896111472,0.12655788429930082,0,0,0.67
2019,1,87.14,6.093131720430107,44.844,1.8610888834800328,0.0832454338653441,0,0,0.67
2019,2,87.03999999999999,7.7591919642857174,37.97600000000001,3.684157481105254,0.06462150808211023,0,0,0.67
2019,3,87.0,10.235943548387096,9.09,9.54604581586889,0.12247762113606173,0,0,0.67
2019,4,86.83999999999999,11.418480555555556,63.22600000000001,7.489424118666054,0.217248467350199,0,1,1.44
2019,5,86.74,14.359954973118281,32.522,14.216634184525315,0.24409282940494212,0,1,1.44
2019,6,86.64,20.488104166666666,45.854000000000006,21.41793010474886,0.23033392336024444,0,1,1.44
2019,7,86.53999999999999,22.909260752688176,29.896000000000004,21.34108242526835,0.15650027660192042,0,1,1.44
2019,8,86.6,22.37980510752688,11.514,18.996583608776657,0.20769119761858376,0,1,0.67
2019,9,86.33999999999999,18.3855625,64.83800000000001,10.053190155661921,0.2159268119477863,0,1,0.67
2019,10,86.24,15.35627620967742,30.098,5.673013409254305,0.22315164271701698,0,1,0.67
2019,11,86.14,8.784636805555555,119.98799999999997,1.4190759958461099,0.06968839640325825,0,1,0.67
2019,12,86.03999999999999,7.675431451612903,29.896000000000004,1.1695752764161524,0.11588741170711393,0,0,0.67
2020,1,87.10000000000001,5.2858474462365574,38.986000000000004,1.0070003216204224,0.06278310375457984,0,0,0.67
2020,2,87.04,9.723227011494256,10.504,3.397971018587573,0.08484546963606061,0,0,0.67
2020,3,86.9,9.555620295698924,100.59600000000002,5.060721124241758,0.10861116356982446,0,0,0.67
2020,4,86.8,12.685195138888885,61.408,3.966719051790426,0.20716307199197875,0,1,1.44
2020,5,86.7,17.77478494623656,39.188,14.41172473022779,0.17938681186146946,0,1,1.44
2020,6,86.60000000000001,18.40657430555556,47.066,12.495505351943518,0.19271437671674588,0,1,1.44
2020,7,86.64,22.230161290322584,9.09,21.811177141499417,0.1722674466253517,0,1,1.44
2020,8,86.4,21.789395161290322,32.926,16.394468608411493,0.20570613335544732,0,1,0.67
2020,9,86.3,18.804411805555553,28.078,12.815579730877577,0.2127232295869334,0,1,0.67
2020,10,86.2,12.888693963051937,30.704,4.5851050142053005,0.24715699378264552,0,1,0.67
2020,11,86.10000000000001,9.865588194444443,31.31000000000001,1.35273373934728,0.07307103691592015,0,1,0.67
2020,12,86.0,6.526835349462365,67.67,1.2201856139253997,0.08391134836402012,0,0,0.67
